TIPOVOL;GRED;ISBN;CODVOL;TITOLO;ANNO;PREZZO;PESO;PAGINE
0-Scolastico;01E;9788808705860;70586;PEREZ-NAVARRO*EN JUEGO ROSSA U LDM  ;19;34.90;1240;488
0-Scolastico;01E;9788808737519;73751;PEREZ-NAVARRO*EN JUEGO SIEMPRE 1 LM ;16;8.00;120;64
0-Scolastico;01E;9788808437525;43752;PEREZ-NAVARRO*EN JUEGO SIEMPRE 2 LM ;16;8.00;120;64
0-Scolastico;01E;9788808321220;32122;PEREZ-NAVARRO*EN JUEGO(PREP2E)1 LDM ;16;18.80;620;240
0-Scolastico;01E;9788808337351;33735;PEREZ-NAVARRO*EN JUEGO(PREP2E)2 LDM ;16;19.40;470;192
0-Scolastico;01E;9788808437358;43735;PEREZ-NAVARRO*EN JUEGO(PREP2E)3 LDM ;16;19.40;470;192
0-Scolastico;01E;9788808937520;93752;PEREZ-NAVARRO*EN JUEGO(PREP2E)U LDM ;16;34.30;1150;456
0-Scolastico;01E;9788808802897;80289;PEREZ-NAVARRO*TODOS ME(JUE2E 1  LDM ;21;17.80;540;216
0-Scolastico;01E;9788808430922;43092;PEREZ-NAVARRO*TODOS ME(JUE2E 2  LDM ;21;19.00;550;224
0-Scolastico;01E;9788808528810;52881;PEREZ-NAVARRO*TODOS ME(JUE2E 3  LDM ;20;19.21;0;200
0-Scolastico;01E;9788808520258;52025;PEREZ-NAVARRO*TODOS ME(JUE2E U  LDM ;19;32.01;0;424
0-Scolastico;01E;9788808527929;52792;PEREZ-NAVARRO*TODOS META GRAM 1 LDM ;21;7.80;220;80
0-Scolastico;01E;9788808547507;54750;PEREZ-NAVARRO*TODOS META GRAM 2 LDM ;21;7.30;200;72
0-Scolastico;01E;9788808645395;64539;PEREZ-NAVARRO*TODOS META GRAM 3 LDM ;21;6.31;0;56
0-Scolastico;01E;9788808667625;66762;PEREZ-NAVARRO*TODOS META SIEMPRE 1  ;21;8.61;0;72
0-Scolastico;01E;9788808543257;54325;PEREZ-NAVARRO*TODOS META SIEMPRE 2  ;21;8.61;0;72
0-Scolastico;01E;9788808701190;70119;POLETTINI*PREPARADOS ARAN CNF.C  LD ;14;16.40;500;184
0-Scolastico;01E;9788808301093;30109;POLETTINI*PREPARADOS ARAN UNPASO LD ;14;18.00;500;200
0-Scolastico;01U;9788808323705;32370;PULVIRENTI*ARTEMONDO CNF.A      LDM ;18;23.40;1460;608
0-Scolastico;01U;9788808821102;82110;PULVIRENTI*ARTEMONDO CNF.A+B    LDM ;18;30.50;1910;800
0-Scolastico;01U;9788808890771;89077;PULVIRENTI*ARTEMONDO CNF.U      LDM ;19;26.30;1690;704
0-Scolastico;01U;9788808646736;64673;PULVIRENTI*ARTEMONDO IMPARARE       ;18;9.40;430;152
0-Scolastico;01U;9788808931481;93148;PULVIRENTI*ARTEMONDO VOL.B      LDM ;18;12.10;440;192
0-Scolastico;01S;9788808821133;82113;ROSANO E AL*TECNOLOG+DISEGN CNF LDM ;17;27.30;1710;704
0-Scolastico;01S;9788808793157;79315;ROSANO E AL*TECNOLOG+DISEGN IMPARAR ;17;10.10;460;208
0-Scolastico;01L;9788808467522;46752;"SARACENI""STRUMIA*OS CAP VER 1   LDM ";20;16.00;800;360
0-Scolastico;01L;9788808213013;21301;"SARACENI""STRUMIA*OS CAP VER 2   LDM ";20;15.90;770;328
0-Scolastico;01L;9788808527332;52733;"SARACENI""STRUMIA*OS CAP VER 3   LDM ";20;16.30;940;416
0-Scolastico;01L;9788808412607;41260;"SARACENI""STRUMIA*OS CAP VER A/D LDM ";20;37.80;2570;1112
0-Scolastico;01L;9788808061492;06149;"SARACENI""STRUMIA*OSS CAP 1      LDM ";19;16.20;800;360
0-Scolastico;01L;9788808532794;53279;"SARACENI""STRUMIA*OSS CAP 2      LDM ";19;16.00;730;328
0-Scolastico;01L;9788808369604;36960;"SARACENI""STRUMIA*OSS CAP 3      LDM ";19;16.40;910;416
0-Scolastico;01L;9788808875402;87540;"SARACENI""STRUMIA*OSS CAP ABCD   LDM ";19;38.30;2520;1112
0-Scolastico;01L;9788808891662;89166;"SARACENI""STRUMIA*OSS CAP IMPARARE   ";19;14.90;830;328
0-Scolastico;01B;9788808075758;07575;SCARAVELLI*VIDEO VIDES LM           ;05;20.00;490;256
0-Scolastico;01B;9788808977793;97779;SERAFINI*PAROLE TES ROS CF.1A+B LDM ;19;26.20;1870;1024
0-Scolastico;01B;9788808929143;92914;SERAFINI*PAROLE TES ROS CNF.1   LDM ;19;25.00;1830;1008
0-Scolastico;01B;9788808831255;83125;SERAFINI*PAROLE TES ROS CNF.1+2 LDM ;19;30.20;2560;1424
0-Scolastico;01B;9788808957344;95734;SERAFINI*PAROLE TES ROS VOL.2   LDM ;19;11.60;720;416
0-Scolastico;01B;9788808221223;22122;SERAFINI*PAROLE TESTI CNF.1     LDM ;17;24.90;1570;928
0-Scolastico;01B;9788808291578;29157;SERAFINI*PAROLE TESTI CNF.1+2   LDM ;17;30.10;2200;1312
0-Scolastico;01B;9788808449764;44976;SERAFINI*PAROLE TESTI CNF.1A+1B LDM ;18;26.00;1630;944
0-Scolastico;01B;9788808767608;76760;SERAFINI*PAROLE TESTI IMPARARE 1    ;17;6.90;360;160
0-Scolastico;01B;9788808507921;50792;SERAFINI*PAROLE TESTI LEZ ITALIANO  ;18;10.90;440;192
0-Scolastico;01B;9788808378415;37841;SERAFINI*PAROLE TESTI VOL.2     LDM ;17;11.10;820;384
0-Scolastico;01D;9788808065872;06587;"SHELLY""POPPITI*CULTURE CLIPS+CDA LD ";09;17.00;430;160
0-Scolastico;01L;9788808635259;63525;TIBONE*SC.ARANC(FAC.3E) POCHE PAROL ;14;10.90;640;232
0-Scolastico;01L;9788808535061;53506;TIBONE*SCIENZE ARANC(FAC.3E) 1   LD ;14;9.90;490;184
0-Scolastico;01L;9788808157454;15745;TIBONE*SCIENZE ARANC(FAC.3E) 1  LDM ;14;12.90;510;184
0-Scolastico;01L;9788808635068;63506;TIBONE*SCIENZE ARANC(FAC.3E) 2   LD ;14;13.30;780;288
0-Scolastico;01L;9788808601100;60110;TIBONE*SCIENZE ARANC(FAC.3E) 2  LDM ;14;14.90;780;288
0-Scolastico;01L;9788808735065;73506;TIBONE*SCIENZE ARANC(FAC.3E) 3   LD ;14;13.30;810;296
0-Scolastico;01L;9788808701107;70110;TIBONE*SCIENZE ARANC(FAC.3E) 3  LDM ;14;14.90;800;296
0-Scolastico;01L;9788808835062;83506;TIBONE*SCIENZE ARANC(FAC.3E)A/D  LD ;14;35.50;2080;760
0-Scolastico;01L;9788808801104;80110;TIBONE*SCIENZE ARANC(FAC.3E)A/D LDM ;14;40.80;2090;760
0-Scolastico;01L;9788808700360;70036;TIBONE*SCIENZE OGNI G. ALTA LEG A/D ;13;16.20;620;224
0-Scolastico;01L;9788808501110;50111;TIBONE*SCIENZE OGNI G.VISUA 3   LDM ;14;13.10;640;224
0-Scolastico;01L;9788808400369;40036;TIBONE*SCIENZE OGNI GIORNO 3    LDM ;13;19.70;930;332
0-Scolastico;01L;9788808877536;87753;TIBONE*SCIENZE PER TUTT CNF.A/D  LD ;17;34.60;2050;896
0-Scolastico;01L;9788808337559;33755;TIBONE*SCIENZE PER TUTT CNF.A/D LDM ;16;40.00;2470;896
0-Scolastico;01L;9788808637550;63755;TIBONE*SCIENZE PER TUTT IMPARARE    ;16;10.50;600;216
0-Scolastico;01L;9788808821294;82129;TIBONE*SCIENZE PER TUTT VOL.1   LDM ;16;11.70;660;240
0-Scolastico;01L;9788808937551;93755;TIBONE*SCIENZE PER TUTT VOL.2   LDM ;16;15.10;710;320
0-Scolastico;01L;9788808437563;43756;TIBONE*SCIENZE PER TUTT VOL.3   LDM ;16;14.90;740;328
0-Scolastico;01L;9788808379139;37913;TIBONE*SCOPRI (TUT2E) 1         LDM ;21;13.90;750;336
0-Scolastico;01L;9788808752093;75209;TIBONE*SCOPRI (TUT2E) 2         LDM ;21;15.41;0;360
0-Scolastico;01L;9788808663993;66399;TIBONE*SCOPRI (TUT2E) 3         LDM ;21;16.81;0;440
0-Scolastico;01L;9788808520227;52022;TIBONE*SCOPRI (TUT2E) CNF.A/D   LDM ;19;37.81;0;1152
0-Scolastico;01L;9788808761989;76198;TIBONE*SCOPRI (TUT2E) IMPARARE      ;21;14.81;0;384
0-Scolastico;01I;9788808511836;51183;TONDELLI*GEO TUTTI ROSSA 1      LDM ;18;15.50;790;288
0-Scolastico;01I;9788808727190;72719;TONDELLI*GEO TUTTI ROSSA 2      LDM ;18;17.40;890;320
0-Scolastico;01I;9788808914156;91415;TONDELLI*GEO TUTTI ROSSA 3      LDM ;18;19.00;1020;376
0-Scolastico;01I;9788808822925;82292;TONDELLI*GEO TUTTI ROSSA REG+1  LDM ;18;17.80;940;352
0-Scolastico;01I;9788808720375;72037;TONDELLI*GEOAGENDA (TUTT2E RE+1 LDM ;20;17.70;890;376
0-Scolastico;01I;9788808875716;87571;TONDELLI*GEOAGENDA (TUTT2E) 1   LDM ;20;15.60;710;296
0-Scolastico;01I;9788808601629;60162;TONDELLI*GEOAGENDA (TUTT2E) 1+2 LDM ;20;27.70;1410;608
0-Scolastico;01I;9788808612397;61239;TONDELLI*GEOAGENDA (TUTT2E) 2   LDM ;20;17.60;800;344
0-Scolastico;01I;9788808955005;95500;TONDELLI*GEOAGENDA (TUTT2E) 3   LDM ;20;19.50;960;400
0-Scolastico;01I;9788808946195;94619;TONDELLI*GEOAGENDA (TUTT2E) IMPAR 1 ;20;7.60;270;112
0-Scolastico;01I;9788808456755;45675;TONDELLI*GEOAGENDA (TUTT2E) IMPAR 2 ;20;8.10;310;128
0-Scolastico;01I;9788808848307;84830;TONDELLI*GEOAGENDA (TUTT2E) IMPAR 3 ;20;8.60;350;144
0-Scolastico;01I;9788808936400;93640;TONDELLI*GEOGR PER TUTTI IMPARARE 1 ;15;7.60;290;96
0-Scolastico;01I;9788808236418;23641;TONDELLI*GEOGR PER TUTTI IMPARARE 2 ;15;7.60;320;112
0-Scolastico;01I;9788808336415;33641;TONDELLI*GEOGR PER TUTTI IMPARARE 3 ;15;8.10;400;144
0-Scolastico;01I;9788808197153;19715;TONDELLI*GEOGRAF PER TUTTI 1    LDM ;15;17.40;740;336
0-Scolastico;01I;9788808936394;93639;TONDELLI*GEOGRAF PER TUTTI 1+2  LDM ;15;27.30;1240;552
0-Scolastico;01I;9788808436405;43640;TONDELLI*GEOGRAF PER TUTTI 2    LDM ;15;17.60;830;304
0-Scolastico;01I;9788808536402;53640;TONDELLI*GEOGRAF PER TUTTI 3    LDM ;15;18.90;800;360
0-Scolastico;01Q;9788808921192;92119;VIALE*10 IN MATEMAT/SCIENZE 1 LM    ;15;9.80;300;128
0-Scolastico;01Q;9788808636515;63651;VIALE*10 IN MATEMAT/SCIENZE 2 LM    ;15;10.00;330;144
0-Scolastico;01L;9788808210395;21039;ZANOLI*SC.NAT VISUALE 1         LDM ;14;15.50;720;288
0-Scolastico;01L;9788808900883;90088;ZANOLI*SC.NAT VISUALE 2         LDM ;14;13.60;600;248
0-Scolastico;01L;9788808300898;30089;ZANOLI*SC.NAT VISUALE 3         LDM ;14;15.00;670;280
0-Scolastico;01L;9788808701114;70111;ZANOLI*SC.NAT VISUALE CONF A/D   LD ;14;35.40;2040;800
0-Scolastico;01L;9788808801203;80120;ZANOLI*SC.NAT VISUALE CONF A/D  LDM ;14;41.50;2040;800
0-Scolastico;01L;9788808435064;43506;ZANOLI*SC.NAT VISUALE POCHE PAROLE  ;14;9.30;470;168
0-Scolastico;01L;9788808366658;36665;ZANOLI*SCOPR.NATURA 2E CNF A/D   LD ;17;36.30;2070;1080
0-Scolastico;01L;9788808921314;92131;ZANOLI*SCOPR.NATURA 2E CNF A/D  LDM ;17;40.50;2210;1080
0-Scolastico;01L;9788808999603;99960;ZANOLI*SCOPRIAMO NATURA 2E IMPAR LD ;17;11.60;800;320
0-Scolastico;01L;9788808188502;18850;ZANOLI*SCOPRIAMO NATURA 2ED 1   LDM ;17;17.20;750;368
0-Scolastico;01L;9788808179692;17969;ZANOLI*SCOPRIAMO NATURA 2ED 2   LDM ;17;14.50;590;312
0-Scolastico;01L;9788808826732;82673;ZANOLI*SCOPRIAMO NATURA 2ED 3   LDM ;17;17.20;790;384
0-Scolastico;02N;9788808699947;69994;AA.VV.*CHIMICA IDEE PER IMPARARE    ;21;13.51;0;230
0-Scolastico;02L;9788808734532;73453;AA.VV.*LABORATORIO BIOLOGIA LM      ;17;12.50;290;128
0-Scolastico;02N;9788808274458;27445;AA.VV.*LABORATORIO CHIMICA LM       ;17;10.30;220;96
0-Scolastico;02R;9788808579966;57996;AA.VV.*LABORATORIO DI FISICA        ;17;8.50;240;88
0-Scolastico;02F;9788808821287;82128;AA.VV.*SHUO HANYU XIE HANZI 1    LD ;16;24.20;660;304
0-Scolastico;02F;9788808913265;91326;AA.VV.*SHUO HANYU XIE HANZI 2    LD ;17;23.90;680;312
0-Scolastico;02N;9788808520371;52037;AA.VV.*TAVOLA PERIODICA ELEMENTI 2E ;19;3.40;20;4
0-Scolastico;02T;9788808312785;31278;ADDOMINE*INFORMATICA METOD ARAN LDM ;14;21.40;640;288
0-Scolastico;02T;9788808199744;19974;ADDOMINE*INFORMATICA METODI     LMM ;11;32.20;800;416
0-Scolastico;02G;9788808232953;23295;AGAZZI#HELLENISTI 4E ESERCIZI 1 LDM ;18;26.50;1040;592
0-Scolastico;02G;9788808927958;92795;AGAZZI#HELLENISTI 4E ESERCIZI 2 LDM ;18;27.90;760;432
0-Scolastico;02G;9788808520746;52074;AGAZZI#HELLENISTI 4E MANUALE     LD ;18;26.50;820;464
0-Scolastico;02G;9788808947536;94753;AGAZZI#HELLENISTI 4E RIPASSO 1      ;18;9.90;230;96
0-Scolastico;02G;9788808555984;55598;AGAZZI#HELLENISTI 4E RIPASSO 2      ;18;9.00;220;80
0-Scolastico;02G;9788808800145;80014;AGAZZI*AD LITTERAM ARANC 1      LDM ;14;27.30;790;440
0-Scolastico;02G;9788808300157;30015;AGAZZI*AD LITTERAM ARANC 2      LDM ;14;24.20;830;336
0-Scolastico;02G;9788808063755;06375;AGAZZI*AD LITTERAM CONF 1       LDM ;13;48.00;1550;832
0-Scolastico;02G;9788808500151;50015;AGAZZI*AD LITTERAM ESERCIZI 2   LDM ;13;24.90;720;336
0-Scolastico;02G;9788808401144;40114;AGAZZI*AD LITTERAM MANUALE       LD ;14;21.00;720;384
0-Scolastico;02R;9788808534712;53471;"AMALDI""BONZAGNI*FISICA CUCINA    LD ";14;18.20;660;264
0-Scolastico;02R;9788808634719;63471;"AMALDI""BONZAGNI*FISICA CUCINA   LDM ";14;20.70;650;264
0-Scolastico;02R;9788808734709;73470;AMALDI*DALLA MELA 1             LDM ;14;15.30;450;176
0-Scolastico;02R;9788808737649;73764;AMALDI*DALLA MELA 1+2 PLUS      LDM ;16;31.70;1040;520
0-Scolastico;02R;9788808236364;23636;AMALDI*DALLA MELA 2             LDM ;15;17.60;700;320
0-Scolastico;02R;9788808327895;32789;AMALDI*FISICA.VERDE 1           LDM ;17;22.50;760;384
0-Scolastico;02R;9788808719447;71944;AMALDI*FISICA.VERDE 2           LDM ;17;22.80;580;288
0-Scolastico;02R;9788808464576;46457;AMALDI*FISICA.VERDE IMPARARE        ;19;10.40;480;192
0-Scolastico;02R;9788808120946;12094;AMALDI*FISICA.VERDE U           LDM ;17;35.00;1240;616
0-Scolastico;02R;9788808253989;25398;AMALDI*L AMALDI LS.BLU U        LDM ;17;28.90;950;480
0-Scolastico;02R;9788808434708;43470;AMALDI*L AMALDI.BIANCO U         LD ;14;17.40;590;224
0-Scolastico;02R;9788808534705;53470;AMALDI*L AMALDI.BIANCO U        LDM ;14;19.90;610;224
0-Scolastico;02R;9788808734716;73471;AMALDI*L AMALDI.BLU (2.0 2E) MIS LD ;14;12.30;330;144
0-Scolastico;02R;9788808934703;93470;AMALDI*L AMALDI.BLU (2.0 2E) U   LD ;14;24.10;790;352
0-Scolastico;02R;9788808265487;26548;AMALDI*L AMALDI.BLU (2.0 2E) U  LDM ;14;25.80;780;352
0-Scolastico;02R;9788808834706;83470;AMALDI*L AMALDI.BLU SPORT+U     LDM ;14;33.40;1050;456
0-Scolastico;02R;9788808934710;93471;AMALDI*L AMALDI.VERDE(2.0 2E) 1  LD ;14;21.60;690;304
0-Scolastico;02R;9788808500939;50093;AMALDI*L AMALDI.VERDE(2.0 2E) 1 LDM ;14;23.10;700;304
0-Scolastico;02R;9788808434722;43472;AMALDI*L AMALDI.VERDE(2.0 2E) 2  LD ;14;22.00;550;272
0-Scolastico;02R;9788808534729;53472;AMALDI*L AMALDI.VERDE(2.0 2E) 2 LDM ;14;23.40;550;272
0-Scolastico;02R;9788808634726;63472;AMALDI*L AMALDI.VERDE(2.0 2E) U  LD ;14;34.30;1110;526
0-Scolastico;02R;9788808734723;73472;AMALDI*L AMALDI.VERDE(2.0 2E) U LDM ;14;38.00;1090;526
0-Scolastico;02R;9788808920577;92057;AMALDI*NUOVO AMALDI LS.BLU IBIE LDM ;20;30.40;1050;520
0-Scolastico;02P;9788808077431;07743;ANDOLFI E AL*PER STARE BENE 2ED LMS ;03;21.20;790;360
0-Scolastico;02B;9788808157775;15777;ARCIELLO*ITAL SERVE CNF GR+COMU LDM ;15;26.80;1550;800
0-Scolastico;02B;9788808636485;63648;ARCIELLO*ITAL SERVE GRAMMATICA  LDM ;15;21.50;970;544
0-Scolastico;02B;9788808936820;93682;ARCIELLO*ITAL SERVE IDEE IMPARA LDM ;15;10.50;640;296
0-Scolastico;02B;9788808437389;43738;ARCIELLO*ITAL SERVE VOL.U       LDM ;16;22.30;1200;688
0-Scolastico;02B;9788808434456;43445;ARCIELLO*TESTI FRASI GRAM+COM   LDM ;21;29.80;1820;968
0-Scolastico;02B;9788808501998;50199;ARCIELLO*TESTI FRASI GRAM+COM IMPAR ;21;14.80;490;224
0-Scolastico;02B;9788808620293;62029;ARCIELLO*TESTI FRASI GRAMMATICA LDM ;21;23.80;1300;744
0-Scolastico;02B;9788808742186;74218;ARCIELLO*TESTI FRASI U          LDM ;19;24.81;0;800
0-Scolastico;02G;9788808394361;39436;ARDONE*LUDUS IN TABULA MANUALE   LD ;17;15.80;500;232
0-Scolastico;02G;9788808621221;62122;ARDONE*LUDUS IN TABULA PRIMUS   LDM ;17;25.90;830;480
0-Scolastico;02G;9788808561749;56174;ARDONE*LUDUS IN TABULA SECUNDUS LDM ;17;24.40;800;368
0-Scolastico;02N;9788808106759;10675;BAGATTI E AL*CHIMICA INDISPENS LM   ;10;28.00;850;352
0-Scolastico;02V;9788808175588;17558;BAGATTI E AL*CON.MAT 2E U LM        ;10;33.50;1020;408
0-Scolastico;02R;9788808420862;42086;BAGATTI E AL*FISICA DAPP 2E     LDM ;18;17.40;560;208
0-Scolastico;02R;9788808388889;38888;BAGATTI E AL*FISICA DAPP 2E IMPARAR ;18;8.90;260;112
0-Scolastico;02N;9788808750693;75069;BAGATTI ET AL*ELEMENTI CHIMICA  LDM ;18;11.90;430;144
0-Scolastico;02R;9788808848581;84858;BAGATTI ET AL*ELEMENTI FISICA   LDM ;18;11.90;400;144
0-Scolastico;02N;9788808549631;54963;BAGATTI*CHIM.VERDE (IMM AR2E) 1 LDM ;18;19.80;650;232
0-Scolastico;02N;9788808217790;21779;BAGATTI*CHIM.VERDE (IMM AR2E) 2 LDM ;18;19.80;670;240
0-Scolastico;02N;9788808511454;51145;BAGATTI*CHIM.VERDE (IMM AR2E) IMPAR ;18;11.30;350;160
0-Scolastico;02N;9788808720955;72095;BAGATTI*CHIM.VERDE (IMM AR2E) U LDM ;18;34.60;1270;464
0-Scolastico;02N;9788808920270;92027;BAGATTI*CHIMICA DAP 2ED         LDM ;20;18.30;630;224
0-Scolastico;02N;9788808392442;39244;BAGATTI*CHIMICA DAP 2ED IMPARARE    ;20;6.60;220;96
0-Scolastico;02N;9788808536587;53658;BAGATTI*CHIMICA DAP(CON.MAT.3E) LDM ;15;18.40;600;216
0-Scolastico;02N;9788808821225;82122;BAGATTI*SCOPR.CHIMICA 2ED       LDM ;15;16.10;560;192
0-Scolastico;02N;9788808934789;93478;BARBONE*CHIM.FAC.ENOG.ARANC(LUC LDM ;14;19.50;470;208
0-Scolastico;02N;9788808920867;92086;BARBONE*CHIMICA FAC 2E (LUC)    LDM ;17;20.60;570;264
0-Scolastico;02N;9788808788948;78894;BARBONE*CHIMICA FAC 2E ENOG (LU LDM ;17;22.30;640;296
0-Scolastico;02N;9788808407184;40718;BARBONE*CHIMICA FAC 2E ODONT (L LDM ;17;22.30;640;296
0-Scolastico;02N;9788808257567;25756;BARBONE*CHIMICA FAC.ARANC(LUC)  LDM ;14;19.20;460;208
0-Scolastico;02P;9788808820228;82022;BARBONE*CORPO UM 2ED 1 (LUC)    LDM ;20;33.90;680;256
0-Scolastico;02L;9788808334855;33485;BARBONE*PROGETTO BIOL VIT 2E(LU LDM ;15;20.60;510;240
0-Scolastico;02L;9788808250681;25068;BARBONE*SC.INT.BIOLOG 2E (LUC)  LDM ;19;21.20;620;272
0-Scolastico;02L;9788808620392;62039;BARBONE*SC.INT2E (PR.3E) TE/VIT LDM ;19;29.20;1040;464
0-Scolastico;02M;9788808642233;64223;BARBONE*SC.INT2E (PR.3E) TERRA  LDM ;19;18.00;420;176
0-Scolastico;02A;9788808920744;92074;BARICCO*SECONDA LUNA LEGGERE 1  LDM ;18;24.50;1280;776
0-Scolastico;02A;9788808534644;53464;BARICCO*SECONDA LUNA LEGGERE 2  LDM ;18;21.60;1100;672
0-Scolastico;02A;9788808857675;85767;BARICCO*SECONDA LUNA NARRARE    LDM ;18;16.20;900;544
0-Scolastico;02A;9788808850430;85043;BARICCO*SECONDA LUNA SCOPERT ROM LD ;20;12.90;330;192
0-Scolastico;02A;9788808211613;21161;BARICCO*SECONDA LUNA SCRIVERE    LD ;18;8.00;300;176
0-Scolastico;02C;9788808620231;62023;BASELICE*FRANCAIS SERVI (CLT)   LDM ;20;20.20;670;288
0-Scolastico;02C;9788808061270;06127;BENEVENTI*GRAMMAIRE EN SITUATION LD ;11;23.40;700;288
0-Scolastico;02C;9788808221100;22110;BENEVENTI*GRAMMAIRE FACILE FRANC LM ;05;16.20;350;160
0-Scolastico;02Q;9788808237347;23734;BERGAMINI#MAT.AZZURRO 2ED 1     LDM ;16;28.00;1120;648
0-Scolastico;02Q;9788808879592;87959;BERGAMINI#MAT.AZZURRO 2ED 2     LDM ;17;27.90;830;480
0-Scolastico;02Q;9788808675897;67589;BERGAMINI#MAT.VERDE 2ED 1        LD ;17;29.00;1220;704
0-Scolastico;02Q;9788808137340;13734;BERGAMINI#MAT.VERDE 2ED 1       LDM ;16;30.50;1210;704
0-Scolastico;02Q;9788808725820;72582;BERGAMINI#MAT.VERDE 2ED 2        LD ;17;29.00;1160;656
0-Scolastico;02Q;9788808302052;30205;BERGAMINI#MAT.VERDE 2ED 2       LDM ;17;32.20;1160;656
0-Scolastico;02Q;9788808625083;62508;BERGAMINI#MATEM.BLU 2E ALG+PR 2 LDM ;17;28.80;1020;584
0-Scolastico;02Q;9788808998828;99882;BERGAMINI#MATEM.BLU 2E ALG+ST 1 LDM ;17;32.10;1180;680
0-Scolastico;02Q;9788808220851;22085;BERGAMINI#MATEM.BLU 2ED 1       LDM ;16;40.00;1430;840
0-Scolastico;02Q;9788808507617;50761;BERGAMINI#MATEM.BLU 2ED 2       LDM ;17;39.80;1600;912
0-Scolastico;02Q;9788808556561;55656;BERGAMINI#MATEM.BLU 2ED GEOMETR LDM ;17;23.50;890;496
0-Scolastico;02Q;9788808474384;47438;BERGAMINI*LIN MAT AZZ +TUT 1    LDM ;20;27.91;0;592
0-Scolastico;02Q;9788808834669;83466;BERGAMINI*M3 AZZURRO 1          LDM ;14;25.80;950;528
0-Scolastico;02Q;9788808436436;43643;BERGAMINI*M3 AZZURRO 2          LDM ;15;24.90;680;416
0-Scolastico;02Q;9788808442659;44265;BERGAMINI*M3 AZZURRO 2ED 1      LDM ;20;26.50;1010;584
0-Scolastico;02Q;9788808863577;86357;BERGAMINI*M3 AZZURRO 2ED 2      LDM ;20;25.90;750;424
0-Scolastico;02Q;9788808930699;93069;BERGAMINI*M3 AZZURRO+TUT 2ED 1  LDM ;20;29.50;1020;584
0-Scolastico;02Q;9788808756879;75687;BERGAMINI*M3 AZZURRO+TUT 2ED 2  LDM ;20;28.90;740;424
0-Scolastico;02Q;9788808234674;23467;BERGAMINI*M3 AZZURRO+TUTOR 1    LDM ;14;29.80;950;528
0-Scolastico;02Q;9788808636430;63643;BERGAMINI*M3 AZZURRO+TUTOR 2    LDM ;15;29.00;770;416
0-Scolastico;02Q;9788808334671;33467;BERGAMINI*M3 BIANCO 1           LDM ;14;23.90;780;432
0-Scolastico;02Q;9788808836434;83643;BERGAMINI*M3 BIANCO 2           LDM ;15;23.90;740;448
0-Scolastico;02Q;9788808534675;53467;BERGAMINI*M3 BIANCO+TUTOR 1     LDM ;15;26.20;890;480
0-Scolastico;02Q;9788808837424;83742;BERGAMINI*M3 BIANCO+TUTOR 2     LDM ;15;25.90;850;448
0-Scolastico;02Q;9788808803269;80326;BERGAMINI*M3 BLU 2ED +TUT GEOM  LDM ;19;22.20;870;488
0-Scolastico;02Q;9788808920607;92060;BERGAMINI*M3 BLU 2ED +TUTOR 1   LDM ;19;41.40;1500;872
0-Scolastico;02Q;9788808754325;75432;BERGAMINI*M3 BLU 2ED +TUTOR 2   LDM ;19;41.40;1580;896
0-Scolastico;02Q;9788808821867;82186;BERGAMINI*M3 BLU 2ED 1          LDM ;19;38.40;1500;872
0-Scolastico;02Q;9788808939333;93933;BERGAMINI*M3 BLU 2ED 2          LDM ;19;38.40;1570;896
0-Scolastico;02Q;9788808422484;42248;BERGAMINI*M3 BLU2E +TUT AL+PR 2 LDM ;19;29.30;1050;592
0-Scolastico;02Q;9788808442062;44206;BERGAMINI*M3 BLU2E +TUT AL+ST 1 LDM ;19;32.40;1180;680
0-Scolastico;02Q;9788808841827;84182;BERGAMINI*M3 ROSSO +TUTOR 1     LDM ;20;32.90;1150;672
0-Scolastico;02Q;9788808464194;46419;BERGAMINI*M3 ROSSO +TUTOR 2     LDM ;21;32.50;1050;608
0-Scolastico;02Q;9788808393968;39396;BERGAMINI*M3 ROSSO 1            LDM ;20;29.70;1150;672
0-Scolastico;02Q;9788808956149;95614;BERGAMINI*M3 ROSSO 2            LDM ;21;29.70;1060;608
0-Scolastico;02Q;9788808834676;83467;BERGAMINI*M3 VERDE 1            LDM ;14;29.30;1100;584
0-Scolastico;02Q;9788808236456;23645;BERGAMINI*M3 VERDE 2            LDM ;15;28.60;960;536
0-Scolastico;02Q;9788808353160;35316;BERGAMINI*M3 VERDE 2ED +TUTOR 1 LDM ;20;32.90;1140;656
0-Scolastico;02Q;9788808541819;54181;BERGAMINI*M3 VERDE 2ED +TUTOR 2 LDM ;20;32.50;1050;600
0-Scolastico;02Q;9788808757173;75717;BERGAMINI*M3 VERDE 2ED 1        LDM ;20;29.70;1140;656
0-Scolastico;02Q;9788808677884;67788;BERGAMINI*M3 VERDE 2ED 2        LDM ;20;29.70;1060;600
0-Scolastico;02Q;9788808434685;43468;BERGAMINI*M3 VERDE+TUTOR 1      LDM ;15;33.30;1090;576
0-Scolastico;02Q;9788808937421;93742;BERGAMINI*M3 VERDE+TUTOR 2      LDM ;15;32.50;970;536
0-Scolastico;02Q;9788808621139;62113;BERGAMINI*MATEM IN CUCINA 1     LDM ;17;24.60;840;480
0-Scolastico;02Q;9788808746856;74685;BERGAMINI*MATEM IN CUCINA 2     LDM ;17;24.30;890;416
